Artist,Track,msPlayed,Name
"Lucky Chops","Hello",253000,"Sam"
"Brooklyn Duo","Love Me Like You Do",195419,"Sam"
"Collabro","A Million Dreams",260226,"Sam"
"David Garrett","Lose Yourself",186426,"Sam"
"Matt Haimovitz","Pyramid Song (Arr. C. O'Riley for Cello & Piano)",255162,"Sam"
"Steve Martin","You",9357,"Sam"
"Beyoncé","Daddy Lessons (feat. The Chicks)",1602,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"Sheryl Crow","Strong Enough - Live",8016,"Sam"
"The Chicks","Better Way",2438,"Sam"
"The Chicks","Tonight the Heartache's on Me",3436,"Sam"
"The Chicks","Cowboy Take Me Away",2391,"Sam"
"Taylor Swift","Soon You’ll Get Better (feat. The Chicks)",3436,"Sam"
"The Chicks","Travelin' Soldier",342426,"Sam"
"Niall Horan","Lover - Recorded at Air Studios, London",27074,"Sam"
"The Chicks","White Trash Wedding",17818,"Sam"
"Will Joseph Cook","Sweet Dreamer",3645,"Sam"
"Max Jury","Numb",7003,"Sam"
"Port Cities","Back to the Bottom",188426,"Sam"
"Ingrid Michaelson","The Way I Am",135386,"Sam"
"Linda Ronstadt","Poor Poor Pitiful Me - 2015 Remaster",3459,"Sam"
"Linda Ronstadt","Poor Poor Pitiful Me - 2015 Remaster",3436,"Sam"
"Ria Mae","Ooh Love",1021,"Sam"
"Ria Mae","Ooh Love",2438,"Sam"
"Linda Ronstadt","It's so Easy - 2015 Remaster",4620,"Sam"
"Eric Church","Springsteen",263386,"Sam"
"Arkells","Never Thought That This Would Happen",2767,"Sam"
"The Weeknd","Starboy",3390,"Sam"
"Ria Mae","Ooh Love",90604,"Sam"
"Linda Ronstadt","It's so Easy - 2015 Remaster",2414,"Sam"
"Adele","Chasing Pavements",10042,"Sam"
"Santana","The Game of Love (feat. Michelle Branch) - Main / Radio Mix",254466,"Sam"
"Ingrid Michaelson","Celebrate",3652,"Sam"
"The Lumineers","Cleopatra",201413,"Sam"
"Passenger","Anywhere",216206,"Sam"
"Snakehips","All My Friends (feat. Tinashe & Chance the Rapper) - 99 Souls Remix",2438,"Sam"
"Arkells","Private School",3413,"Sam"
"Adele","Make You Feel My Love",5090,"Sam"
"Camera Obscura","The Sweetest Thing",131657,"Sam"
"Maroon 5","Don't Wanna Know (feat. Kendrick Lamar)",3413,"Sam"
"Will Dailey","Sprawl II (Mountains Beyond Mountains)",3436,"Sam"
"Arkells","Making Due",2414,"Sam"
"Chance the Rapper","No Problem (feat. Lil Wayne & 2 Chainz)",5521,"Sam"
"Santana","Maria Maria (feat. The Product G&B)",2438,"Sam"
"Boy & Bear","Where'd You Go",2414,"Sam"
"Adele","When We Were Young",2438,"Sam"
"Matt Mays","Queen Of Portland Street",185520,"Sam"
"Mariah Carey","Always Be My Baby",2414,"Sam"
"Kodaline","The One",3436,"Sam"
"Santana","Maria Maria (feat. The Product G&B)",23,"Sam"
"Adam Baldwin","Love on the Rocks",8870,"Sam"
"Mariah Carey","Always Be My Baby",3436,"Sam"
"Santana","Maria Maria (feat. The Product G&B)",201665,"Sam"
"Adam Baldwin","Love on the Rocks",3413,"Sam"
"Family of the Year","St. Croix",3436,"Sam"
"Adam Baldwin","Love on the Rocks",203680,"Sam"
"The Lumineers","Gun Song",2757,"Sam"
"Family of the Year","St. Croix",215560,"Sam"
"Adam Baldwin","Battlescar",288520,"Sam"
"Charlie Brennan","Let Me Be",226998,"Sam"
"Drake","One Dance",173986,"Sam"
"The Strumbellas","Spirits",35654,"Sam"
"The Weeknd","I Feel It Coming",269186,"Sam"
"The Chicks","Gaslighter",640,"Sam"
"The Chicks","Gaslighter",2794,"Sam"
"The Chicks","Gaslighter",21,"Sam"
"The Chicks","Gaslighter",0,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Gaslighter",23045,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"Lauren Alaina","Getting Good",11882,"Sam"
"Luke Combs","Nothing Like You",196320,"Sam"
"Jordan Davis","Cool Anymore",200415,"Sam"
"Kelsea Ballerini","homecoming queen?",167796,"Sam"
"Chase Rice","Lonely If You Are",176728,"Sam"
"Morgan Wallen","Chasin' You",1066,"Sam"
"Halsey","You should be sad",1301,"Sam"
"Payton Smith","Like I Knew You Would",1237,"Sam"
"Brett Young","Catch",1386,"Sam"
"Sam Hunt","Kinfolks",83427,"Sam"
"Keith Urban","God Whispered Your Name",2901,"Sam"
"Riley Green","I Wish Grandpas Never Died",1408,"Sam"
"Dan + Shay","10,000 Hours (with Justin Bieber)",1088,"Sam"
"HIXTAPE","One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",2965,"Sam"
"Chris Lane","Big, Big Plans",1663,"Sam"
"Chris Bandi","Man Enough Now - Radio Edit",1557,"Sam"
"MacKenzie Porter","These Days",1642,"Sam"
"Maren Morris","The Bones",960,"Sam"
"Jake Owen","Homemade",192653,"Sam"
"Carly Pearce","I Hope You’re Happy Now",198688,"Sam"
"Blake Shelton","Nobody But You (Duet with Gwen Stefani)",194866,"Sam"
"Tenille Townes","Holding Out for the One",5272,"Sam"
"Filmore","Other Girl",4949,"Sam"
"Old Dominion","One Man Band",1301,"Sam"
"Russell Dickerson","Love You Like I Used To",981,"Sam"
"Thomas Rhett","Beer Can’t Fix",209733,"Sam"
"Luke Combs","Does To Me (feat. Eric Church)",223320,"Sam"
"Brett Kissel","Drink About Me",149690,"Sam"
"Brett Dennen","Can't Stop Thinking",15369,"Sam"
"Luke Combs","Does To Me (feat. Eric Church)",223320,"Sam"
"Tayla Parx","Fight (feat. Florida Georgia Line)",682,"Sam"
"Bleachers","Let's Get Married",186053,"Sam"
"Midland","Playboys",185734,"Sam"
"Niall Horan","Lover - Recorded at Air Studios, London",239076,"Sam"
"Kodaline","Sometimes",39399,"Sam"
"Taylor Swift","Paper Rings",222400,"Sam"
"Taylor Swift","London Boy",190240,"Sam"
"Taylor Swift","Cornelia Street",287266,"Sam"
"Taylor Swift","The Archer",211240,"Sam"
"Taylor Swift","Miss Americana & The Heartbreak Prince",140335,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Gaslighter",27842,"Sam"
"Riley Green","I Wish Grandpas Never Died",9894,"Sam"
"The Reklaws","Old Country Soul",174266,"Sam"
"Luke Bryan","Born Here Live Here Die Here",44010,"Sam"
"Eddie Money","Take Me Home Tonight",211466,"Sam"
"MUNA","Loudspeaker",17302,"Sam"
"Sjowgren","Now & Then",12586,"Sam"
"Nicki Minaj","The Night Is Still Young",5013,"Sam"
"Childish Gambino","Boogieman",11306,"Sam"
"Elsa Carmona","Run Baby Run",8853,"Sam"
"Nicki Minaj","Feeling Myself",746,"Sam"
"Vice","Firetruck (feat. Sage the Gemini & TK Kravitz)",9877,"Sam"
"DNCE","Kissing Strangers",41642,"Sam"
"HAIM","The Wire",12501,"Sam"
"Chance the Rapper","All Night (feat. Knox Fortune)",9621,"Sam"
"Bleachers","Let's Get Married",186053,"Sam"
"Danny Brown","Really Doe",191,"Sam"
"Cold War Kids","So Tied Up",1258,"Sam"
"The Coathangers","Hurricane",1088,"Sam"
"Naughty Boy","Runnin' (Lose It All)",1215,"Sam"
"Logic","Confess",66950,"Sam"
"Paramore","Hard Times",1237,"Sam"
"Passion Pit","The Reeling - Groove Police Remix - Radio Edit",1664,"Sam"
"Rihanna","Where Have You Been",83882,"Sam"
"The Chicks","White Trash Wedding",1194,"Sam"
"The Chicks","Gaslighter",266368,"Sam"
"The Chicks","Godspeed (Sweet Dreams)",17153,"Sam"
"The Chicks","Gaslighter",220042,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",201664,"Sam"
"The Chicks","Don't Let Me Die in Florida - Acoustic",831,"Sam"
"The Chicks","Landslide",789,"Sam"
"Tony Bennett","Lullaby of Broadway (with The Chicks)",1600,"Sam"
"The Chicks","Voice Inside My Head",981,"Sam"
"The Chicks","Easy Silence",917,"Sam"
"The Chicks","Bluegrass Instrumental",917,"Sam"
"The Chicks","The Long Way Around",1728,"Sam"
"The Chicks","Tortured, Tangled Hearts",1002,"Sam"
"The Chicks","I Can Love You Better",1450,"Sam"
"The Chicks","Mississippi - Live - 2003",960,"Sam"
"The Chicks","Cold Day in July",1045,"Sam"
"The Chicks","Nothing Compares 2 U",1856,"Sam"
"The Chicks","Lil' Jack Slade",1663,"Sam"
"The Chicks","Not Ready to Make Nice",874,"Sam"
"The Chicks","I Hope",1109,"Sam"
"The Chicks","Stand by Your Man",1087,"Sam"
"The Chicks","Sin Wagon",1920,"Sam"
"The Chicks","Top of the World",4117,"Sam"
"The Chicks","Lullaby",1024,"Sam"
"The Chicks","Daddy Lessons - Acoustic",704,"Sam"
"The Chicks","Long Time Gone",243818,"Sam"
"The Chicks","You Were Mine",853,"Sam"
"The Chicks","I Believe in Love",1301,"Sam"
"The Chicks","Ready to Run",1983,"Sam"
"The Chicks","Something in the Air",853,"Sam"
"The Chicks","There's Your Trouble",180245,"Sam"
"The Chicks","Goodbye Earl",215509,"Sam"
"The Chicks","Without You",5290,"Sam"
"Taylor Swift","Soon You’ll Get Better (feat. The Chicks)",874,"Sam"
"Beyoncé","Daddy Lessons (feat. The Chicks)",50262,"Sam"
"The Chicks","Gaslighter",381621,"Sam"
"Sheryl Crow","Strong Enough - Live",917,"Sam"
"The Chicks","Better Way",448,"Sam"
"The Chicks","Tonight the Heartache's on Me",1215,"Sam"
"The Chicks","Cowboy Take Me Away",1343,"Sam"
"Steve Martin","You",682,"Sam"
"The Chicks","Travelin' Soldier",960,"Sam"
"The Chicks","Wide Open Spaces",1258,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"The Chicks","Bluegrass Instrumental",151200,"Sam"
"The Chicks","Tortured, Tangled Hearts",220855,"Sam"
"The Chicks","Don't Let Me Die in Florida - Acoustic",1408,"Sam"
"The Chicks","Mississippi - Live - 2003",1386,"Sam"
"The Chicks","Nothing Compares 2 U",640,"Sam"
"The Chicks","Landslide",70554,"Sam"
"Tony Bennett","Lullaby of Broadway (with The Chicks)",789,"Sam"
"The Chicks","Voice Inside My Head",1450,"Sam"
"The Chicks","Not Ready to Make Nice",1045,"Sam"
"The Chicks","I Hope",1365,"Sam"
"The Chicks","White Trash Wedding",960,"Sam"
"The Chicks","Godspeed (Sweet Dreams)",703,"Sam"
"The Chicks","Easy Silence",938,"Sam"
"The Chicks","Sin Wagon",1151,"Sam"
"The Chicks","Lullaby",917,"Sam"
"The Chicks","I Can Love You Better",917,"Sam"
"The Chicks","The Long Way Around",272900,"Sam"
"The Chicks","Long Time Gone",249412,"Sam"
"The Chicks","Without You",210533,"Sam"
"The Chicks","Daddy Lessons - Acoustic",292866,"Sam"
"Taylor Swift","Soon You’ll Get Better (feat. The Chicks)",201586,"Sam"
"The Chicks","Cold Day in July",312693,"Sam"
"The Chicks","You Were Mine",217807,"Sam"
"The Chicks","Ready to Run",231293,"Sam"
"The Chicks","Top of the World",363465,"Sam"
"The Chicks","Stand by Your Man",202293,"Sam"
"The Chicks","Lil' Jack Slade",142800,"Sam"
"The Chicks","There's Your Trouble",193064,"Sam"
"The Chicks","I Believe in Love",200563,"Sam"
"The Echo-Friendly","Fuck It and Whatever",125248,"Sam"
"Edvard Grieg","Til våren, Op. 43 No. 6 (Arr. for Violin & Piano)",236093,"Sam"
"Robert Schumann","Violin Sonata No. 1 in A Minor, Op. 105: II. Allegretto",230066,"Sam"
"Biba Dupont","Silhouette",143000,"Sam"
"Camille Saint-Saëns","Symphony No. 3 in C Minor, Op. 78, R. 176 "Organ": IIb. Maestoso (Live)",567157,"Sam"
"Johann Paul Von Westhoff","Suite for Solo Violin No. 5 in D Minor: I. Allemande",201720,"Sam"
"Alice In Winter","Don't Let Go",65393,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Something in the Air",20524,"Sam"
"The Chicks","Goodbye Earl",258640,"Sam"
"Sheryl Crow","Strong Enough - Live",1194,"Sam"
"The Chicks","Better Way",4629,"Sam"
"The Chicks","Cowboy Take Me Away",960,"Sam"
"Steve Martin","You",1194,"Sam"
"The Chicks","Travelin' Soldier",810,"Sam"
"Beyoncé","Daddy Lessons (feat. The Chicks)",41723,"Sam"
"The Chicks","Wide Open Spaces",725,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"The Chicks","Bluegrass Instrumental",151200,"Sam"
"The Chicks","Tonight the Heartache's on Me",206617,"Sam"
"The Chicks","Mississippi - Live - 2003",2943,"Sam"
"The Chicks","Landslide",1088,"Sam"
"Tony Bennett","Lullaby of Broadway (with The Chicks)",1471,"Sam"
"The Chicks","I Hope",917,"Sam"
"The Chicks","Easy Silence",831,"Sam"
"The Chicks","Lullaby",831,"Sam"
"The Chicks","Tortured, Tangled Hearts",111928,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Don't Let Me Die in Florida - Acoustic",22716,"Sam"
"The Chicks","Not Ready to Make Nice",896,"Sam"
"The Chicks","I Can Love You Better",233915,"Sam"
"The Chicks","Voice Inside My Head",351323,"Sam"
"The Chicks","White Trash Wedding",124038,"Sam"
"The Chicks","Sin Wagon",146240,"Sam"
"The Chicks","Long Time Gone",249412,"Sam"
"The Chicks","Nothing Compares 2 U",354253,"Sam"
"The Chicks","Without You",2218,"Sam"
"The Chicks","Godspeed (Sweet Dreams)",746,"Sam"
"The Chicks","Daddy Lessons - Acoustic",44315,"Sam"
"The Chicks","The Long Way Around",272900,"Sam"
"The Chicks","Cold Day in July",312693,"Sam"
"Taylor Swift","Soon You’ll Get Better (feat. The Chicks)",4062,"Sam"
"The Chicks","You Were Mine",217807,"Sam"
"The Chicks","Lil' Jack Slade",1066,"Sam"
"The Chicks","Stand by Your Man",17449,"Sam"
"The Chicks","Top of the World",363465,"Sam"
"The Chicks","Ready to Run",1023,"Sam"
"The Chicks","There's Your Trouble",193064,"Sam"
"The Chicks","I Believe in Love",254052,"Sam"
"The Chicks","Something in the Air",204013,"Sam"
"Sheryl Crow","Strong Enough - Live",216493,"Sam"
"Beyoncé","Daddy Lessons (feat. The Chicks)",100254,"Sam"
"The Chicks","Goodbye Earl",204586,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Wide Open Spaces",25366,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",289441,"Sam"
"The Chicks","Better Way",10623,"Sam"
"The Chicks","Mississippi - Live - 2003",768,"Sam"
"Tony Bennett","Lullaby of Broadway (with The Chicks)",2048,"Sam"
"Shania Twain","Man! I Feel Like A Woman!",533,"Sam"
"Lady A","Ocean",1493,"Sam"
"The Chicks","Not Ready to Make Nice",960,"Sam"
"The Chicks","Tonight the Heartache's on Me",1386,"Sam"
"The Chicks","Cowboy Take Me Away",10154,"Sam"
"The Chicks","Bluegrass Instrumental",1173,"Sam"
"Miranda Lambert","Tequila Does",981,"Sam"
"The Chicks","Lullaby",1023,"Sam"
"Carrie Underwood","End Up With You",917,"Sam"
"Tim McGraw","Just To See You Smile",1258,"Sam"
"Tim McGraw","Thought About You",4935,"Sam"
"The Chicks","Let 'Er Rip",1685,"Sam"
"Jo Dee Messina","I'm Alright",2730,"Sam"
"Miranda Lambert","Holding On to You",1301,"Sam"
"Rascal Flatts","Back To Life",1130,"Sam"
"Carrie Underwood","Southbound",554,"Sam"
"Keith Urban","Days Go By",1514,"Sam"
"Jo Dee Messina","Bye-Bye",200964,"Sam"
"Phil Vassar","Just Another Day In Paradise",1600,"Sam"
"Carrie Underwood","All-American Girl",80511,"Sam"
"Rascal Flatts","Fast Cars And Freedom",981,"Sam"
"Shania Twain","You're Still The One",1109,"Sam"
"Travis Tritt","It's A Great Day To Be Alive",1344,"Sam"
"Tanya Tucker","Delta Dawn",120256,"Sam"
"Tracy Byrd","The Keeper Of The Stars - Radio Version",2431,"Sam"
"Carrie Underwood","Church Bells",1024,"Sam"
"Tim McGraw","Humble And Kind",1151,"Sam"
"Shania Twain","Any Man Of Mine",1088,"Sam"
"Keith Urban","Somebody Like You",2730,"Sam"
"Trisha Yearwood","She's In Love With The Boy - Single Version",4415,"Sam"
"Lady A","American Honey",106112,"Sam"
"Randy Travis","Forever and Ever, Amen",938,"Sam"
"Brooks & Dunn","Ain't Nothing 'Bout You - with Brett Young",640,"Sam"
"Randy Travis","Forever and Ever, Amen",204074,"Sam"
"Deana Carter","Strawberry Wine",1322,"Sam"
"Keith Urban","We Were",725,"Sam"
"Carrie Underwood","Before He Cheats",682,"Sam"
"Miranda Lambert","Bluebird",831,"Sam"
"The Chicks","Hello Mr. Heartache",1536,"Sam"
"Sugarland","Stuck Like Glue",8383,"Sam"
"Lady A","What If I Never Get Over You",1386,"Sam"
"Miranda Lambert","The House That Built Me",810,"Sam"
"Shania Twain","That Don't Impress Me Much",895,"Sam"
"Brad Paisley","My Miracle",1109,"Sam"
"Brooks & Dunn","Believe - with Kane Brown",1408,"Sam"
"Brooks & Dunn","Ain't Nothing 'Bout You - with Brett Young",101525,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",67925,"Sam"
"The Chicks","Travelin' Soldier",576,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",391628,"Sam"
"The Chicks","Travelin' Soldier",17471,"Sam"
"Steve Martin","You",226040,"Sam"
"The Chicks","Landslide",810,"Sam"
"The Chicks","I Hope",1173,"Sam"
"The Chicks","Easy Silence",52820,"Sam"
"The Chicks","Top of the World",2112,"Sam"
"The Chicks","Ready to Run",1023,"Sam"
"The Chicks","Ready to Run",231293,"Sam"
"The Chicks","Don't Let Me Die in Florida - Acoustic",27290,"Sam"
"The Chicks","Landslide",230549,"Sam"
"Sheryl Crow","Strong Enough - Live",216493,"Sam"
"The Chicks","White Trash Wedding",21394,"Sam"
"The Chicks","Daddy Lessons - Acoustic",292866,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"The Chicks","Landslide",230549,"Sam"
"Jo Dee Messina","I'm Alright",199040,"Sam"
"Rascal Flatts","Back To Life",214218,"Sam"
"Little Big Town","Next To You",246813,"Sam"
"Miranda Lambert","Bluebird",38092,"Sam"
"Diamond Rio","Meet In the Middle",198333,"Sam"
"The Chicks","Hello Mr. Heartache",229240,"Sam"
"Keith Urban","We Were",188886,"Sam"
"Faith Hill","The Way You Love Me",34010,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"The Chicks","Tortured, Tangled Hearts",220855,"Sam"
"The Chicks","Voice Inside My Head",269529,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"The Chicks","Nothing Compares 2 U",768,"Sam"
"The Chicks","Without You",2410,"Sam"
"Tim McGraw","Humble And Kind",51072,"Sam"
"The Chicks","Godspeed (Sweet Dreams)",16320,"Sam"
"The Chicks","Stand by Your Man",1365,"Sam"
"The Chicks","You Were Mine",1855,"Sam"
"The Chicks","Sin Wagon",14591,"Sam"
"The Chicks","The Long Way Around",895,"Sam"
"Taylor Swift","Soon You’ll Get Better (feat. The Chicks)",7829,"Sam"
"The Chicks","I Can Love You Better",233915,"Sam"
"Tony Bennett","Lullaby of Broadway (with The Chicks)",3960,"Sam"
"The Chicks","There's Your Trouble",193064,"Sam"
"Jonas Brothers","What A Man Gotta Do",1408,"Sam"
"Meghan Trainor","Hurt Me - From "Songland"",2496,"Sam"
"Meghan Trainor","Hurt Me - From "Songland"",341,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"Jonas Brothers","What A Man Gotta Do",938,"Sam"
"Meghan Trainor","Hurt Me - From "Songland"",106713,"Sam"
"Florida Georgia Line","Blessings",2495,"Sam"
"Bruno Mars","Marry You",2953,"Sam"
"Shakira","Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",202626,"Sam"
"The Chainsmokers","Closer",1130,"Sam"
"HAIM","Now I'm In It",277,"Sam"
"Sundara Karma","She Said",1109,"Sam"
"Bruno Mars","Runaway Baby",960,"Sam"
"B.o.B","Magic (feat. Rivers Cuomo)",196133,"Sam"
"Vampire Weekend","This Life",0,"Sam"
"Taylor Swift","The Man",960,"Sam"
"Maggie Rogers","Love You For A Long Time",1023,"Sam"
"Vampire Weekend","I'm Goin' Down - Recorded at Electric Lady Studios NYC",197951,"Sam"
"Milky Chance","Stolen Dance",938,"Sam"
"Ryn Weaver","Pierre",60544,"Sam"
"Ed Sheeran","Put It All on Me (feat. Ella Mai)",117802,"Sam"
"Luis Fonsi","Échame La Culpa",84266,"Sam"
"Taylor Swift","Paper Rings",831,"Sam"
"Niall Horan","Nice To Meet Ya",810,"Sam"
"Luke Combs","Does To Me (feat. Eric Church)",1066,"Sam"
"Bleachers","Let's Get Married",704,"Sam"
"The Chicks","Long Time Gone",725,"Sam"
"Mac Miller","Dang! (feat. Anderson .Paak)",200618,"Sam"
"Taylor Swift","London Boy",597,"Sam"
"Lizzo","Juice",853,"Sam"
"The Chicks","Gaslighter",1493,"Sam"
"Stormzy","Own It (feat. Ed Sheeran & Burna Boy)",938,"Sam"
"The Chicks","Long Time Gone",193600,"Sam"
"The Chicks","Gaslighter",159189,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"Meghan Trainor","Hurt Me - From "Songland"",197686,"Sam"
"The Chicks","There's Your Trouble",193064,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"The Chainsmokers","Closer",244960,"Sam"
"Taylor Swift","The Man",190360,"Sam"
"B.o.B","Magic (feat. Rivers Cuomo)",196133,"Sam"
"HAIM","Now I'm In It",204280,"Sam"
"Sundara Karma","She Said",225653,"Sam"
"Ed Sheeran","Put It All on Me (feat. Ella Mai)",197093,"Sam"
"Luis Fonsi","Échame La Culpa",173800,"Sam"
"Bruno Mars","Marry You",18469,"Sam"
"Vampire Weekend","This Life",960,"Sam"
"Florida Georgia Line","Blessings",7638,"Sam"
"The Chicks","Gaslighter",203466,"Sam"
"Bruno Mars","Runaway Baby",810,"Sam"
"Shakira","Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",1088,"Sam"
"Milky Chance","Stolen Dance",703,"Sam"
"Mac Miller","Dang! (feat. Anderson .Paak)",300650,"Sam"
"Lizzo","Juice",789,"Sam"
"Luke Combs","Does To Me (feat. Eric Church)",223320,"Sam"
"Vampire Weekend","I'm Goin' Down - Recorded at Electric Lady Studios NYC",207600,"Sam"
"Maggie Rogers","Love You For A Long Time",223120,"Sam"
"Jonas Brothers","What A Man Gotta Do",180644,"Sam"
"Bleachers","Let's Get Married",186053,"Sam"
"Stormzy","Own It (feat. Ed Sheeran & Burna Boy)",216706,"Sam"
"Niall Horan","Nice To Meet Ya",158805,"Sam"
"Meghan Trainor","Hurt Me - From "Songland"",197686,"Sam"
"The Chicks","Long Time Gone",249412,"Sam"
"Taylor Swift","London Boy",190240,"Sam"
"B.o.B","Magic (feat. Rivers Cuomo)",831,"Sam"
"Ryn Weaver","Pierre",1301,"Sam"
"HAIM","Now I'm In It",1923,"Sam"
"The Chicks","There's Your Trouble",193064,"Sam"
"Luis Fonsi","Échame La Culpa",173800,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"Taylor Swift","Paper Rings",179467,"Sam"
"The Rankin Family","Tell My Ma",30720,"Sam"
"The Rankin Family","Mairi's Wedding (Michael Rankin's Reel)",53781,"Sam"
"The Rankin Family","Tell My Ma",137760,"Sam"
"The Rankin Family","Gillis Mountain",21504,"Sam"
"The Rankin Family","Chì Mi Na Mòrbheanna (Mist Covered Mountains)",3541,"Sam"
"The Rankin Family","Fare Thee Well Love",2048,"Sam"
"The Rankin Family","Fisherman's Son",24790,"Sam"
"The Rankin Family","Orangedale Whistle",87743,"Sam"
"The Rankin Family","Fare Thee Well Love",33088,"Sam"
"Bruce Cockburn","Lovers In A Dangerous Time",2986,"Sam"
"Joel Plaskett","Through & Through & Through",206634,"Sam"
"The Fables","Heave Away",320,"Sam"
"Stan Rogers","The Mary Ellen Carter",1151,"Sam"
"Flogging Molly","If I Ever Leave This World Alive",23061,"Sam"
"Ron Hynes","Sonny's Dream",1343,"Sam"
"Great Big Sea","When I'm Up (I Can't Get Down)",1450,"Sam"
"Kid Cudi","Soundtrack 2 My Life",3562,"Sam"
"Jonas Brothers","What A Man Gotta Do",895,"Sam"
"Bruno Mars","Marry You",789,"Sam"
"Joel Plaskett","Love This Town",18944,"Sam"
"Matt Mays","City Of Lakes",3968,"Sam"
"Shakira","Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",874,"Sam"
"The Chainsmokers","Closer",2730,"Sam"
"Great Big Sea","Ordinary Day",1322,"Sam"
"The Proclaimers","I'm Gonna Be (500 Miles)",128,"Sam"
"Florida Georgia Line","Blessings",1002,"Sam"
"Stan Rogers","Barrett's Privateers",448,"Sam"
"Great Big Sea","General Taylor",746,"Sam"
"Men At Work","Down Under",4863,"Sam"
"Taylor Swift","The Man",1023,"Sam"
"Maggie Rogers","Love You For A Long Time",831,"Sam"
"The Chicks","Gaslighter",199189,"Sam"
"Stormzy","Own It (feat. Ed Sheeran & Burna Boy)",917,"Sam"
"The Chicks","Long Time Gone",17877,"Sam"
"The Chicks","Am I the Only One (Who's Ever Felt This Way)",205618,"Sam"
"The Chicks","Not Ready to Make Nice",1151,"Sam"
"The Chicks","Tonight the Heartache's on Me",1386,"Sam"
"The Chicks","I Believe in Love",9540,"Sam"
"Sheryl Crow","Strong Enough - Live",1173,"Sam"
"The Chicks","Better Way",746,"Sam"
"The Chicks","Mississippi - Live - 2003",1386,"Sam"
"The Chicks","Cold Day in July",1109,"Sam"
"The Chicks","Nothing Compares 2 U",1514,"Sam"
"The Chicks","Lil' Jack Slade",1301,"Sam"
"The Chicks","Without You",874,"Sam"
"The Chicks","Landslide",1045,"Sam"
"Tony Bennett","Lullaby of Broadway (with The Chicks)",1493,"Sam"
"The Chicks","Voice Inside My Head",938,"Sam"
"The Chicks","I Hope",1471,"Sam"
"The Chicks","Something in the Air",85,"Sam"
"The Chicks","Cowboy Take Me Away",960,"Sam"
"Steve Martin","You",1258,"Sam"
"The Chicks","Easy Silence",1493,"Sam"
"The Chicks","Sin Wagon",1109,"Sam"
"The Chicks","Bluegrass Instrumental",1749,"Sam"
"The Chicks","Travelin' Soldier",1130,"Sam"
"Beyoncé","Daddy Lessons (feat. The Chicks)",1194,"Sam"
"The Chicks","Top of the World",1663,"Sam"
"The Chicks","Lullaby",853,"Sam"
"Taylor Swift","Soon You’ll Get Better (feat. The Chicks)",960,"Sam"
"The Chicks","I Can Love You Better",1791,"Sam"
"The Chicks","Daddy Lessons - Acoustic",1173,"Sam"
"The Chicks","Wide Open Spaces",1002,"Sam"
"The Chicks","Goodbye Earl",255850,"Sam"
"The Chicks","Ready to Run",203989,"Sam"
"Sundara Karma","She Said",32432,"Sam"
"Ed Sheeran","Put It All on Me (feat. Ella Mai)",197093,"Sam"
"Bruno Mars","Runaway Baby",54087,"Sam"
"Vampire Weekend","This Life",835,"Sam"
"Vampire Weekend","I'm Goin' Down - Recorded at Electric Lady Studios NYC",1369,"Sam"
"Bleachers","Let's Get Married",1091,"Sam"
"Mac Miller","Dang! (feat. Anderson .Paak)",305350,"Sam"
"Niall Horan","Nice To Meet Ya",158805,"Sam"
"Lizzo","Juice",195144,"Sam"
"Luke Combs","Does To Me (feat. Eric Church)",223320,"Sam"
"Milky Chance","Stolen Dance",313684,"Sam"
